job_ref,region_code,region_name,patch_code,primary_channel,meter_type,job_type,status,requested_date,contact_date,booked_date,completed_date,engineer_id,contacts_count,abandoned_contacts,avg_handle_mins,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2025-0080219,SW,South West,SW-P4,App,SMETS2,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-17,2025-12-24,ENG-SW-016,5,0,5.35,,,120.0,65.0,0
IMSERV-2025-0080220,SW,South West,SW-P1,Web,SMETS2,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-03,2025-12-24,ENG-SW-009,3,0,10.82,,,185.0,95.0,0
IMSERV-2025-0080221,WAL,Wales,WAL-P2,Phone,SMETS2,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-18,2025-12-24,ENG-WAL-002,3,0,4.51,,,185.0,95.0,0
IMSERV-2025-0080222,WAL,Wales,WAL-P3,Phone,SMETS2,NEW_INSTALL,Cancelled,2025-12-24,2025-12-24,2025-12-05,,,2,0,4.62,No access to meter,,0.0,0.0,0
IMSERV-2025-0080223,WAL,Wales,WAL-P3,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-17,2025-12-24,ENG-WAL-006,1,0,9.72,,,185.0,95.0,0
IMSERV-2025-0080224,WAL,Wales,WAL-P3,Phone,IHD,REMOVAL,Aborted,2025-12-24,2025-12-24,2025-12-15,,ENG-WAL-009,1,1,9.96,,Faulty meter location,0.0,38.0,0
IMSERV-2025-0080225,WAL,Wales,WAL-P2,Web,SMETS2,NEW_INSTALL,Aborted,2025-12-24,2025-12-24,2025-12-21,,ENG-WAL-005,3,0,5.69,,Faulty meter location,0.0,38.0,0
IMSERV-2025-0080226,WAL,Wales,WAL-P2,Phone,SMETS1,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-12,2025-12-24,ENG-WAL-008,4,0,11.07,,,185.0,95.0,0
IMSERV-2025-0080227,WAL,Wales,WAL-P1,Web,SMETS2_GAS,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-20,2025-12-24,ENG-WAL-001,2,0,6.34,,,165.0,82.0,0
IMSERV-2025-0080228,WAL,Wales,WAL-P3,Web,SMETS2,NEW_INSTALL,Cancelled,2025-12-24,2025-12-24,2025-12-17,,,4,0,8.99,Work order error,,0.0,0.0,0
IMSERV-2025-0080229,WAL,Wales,WAL-P3,IVR,SMETS2_GAS,EXCHANGE,Cancelled,2025-12-24,2025-12-24,2025-12-14,,,5,0,4.74,Equipment fault,,0.0,0.0,0
IMSERV-2025-0080230,WAL,Wales,WAL-P1,Phone,SMETS1,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-08,2025-12-24,ENG-WAL-007,4,0,11.67,,,185.0,95.0,0
IMSERV-2025-0080231,WAL,Wales,WAL-P2,IVR,SMETS2_GAS,NEW_INSTALL,Aborted,2025-12-24,2025-12-24,2025-12-08,,ENG-WAL-011,4,0,4.75,,Customer unavailable,0.0,38.0,0
IMSERV-2025-0080232,SCO,Scotland,SCO-P2,Phone,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-04,2025-12-24,ENG-SCO-002,2,0,11.37,,,165.0,82.0,0
IMSERV-2025-0080233,SCO,Scotland,SCO-P3,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-10,2025-12-24,ENG-SCO-003,5,0,11.99,,,165.0,82.0,0
IMSERV-2025-0080234,SCO,Scotland,SCO-P3,Phone,SMETS2_GAS,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-05,2025-12-24,ENG-SCO-007,2,0,8.47,,,120.0,65.0,0
IMSERV-2025-0080235,SCO,Scotland,SCO-P1,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-21,2025-12-24,ENG-SCO-001,4,0,9.38,,,185.0,95.0,0
IMSERV-2025-0080236,SCO,Scotland,SCO-P1,Web,SMETS2,REPAIR,Cancelled,2025-12-24,2025-12-24,2025-12-18,,,4,0,6.94,Customer refused,,0.0,0.0,0
IMSERV-2025-0080237,SCO,Scotland,SCO-P4,IVR,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-11,2025-12-24,ENG-SCO-004,4,0,9.35,,,185.0,95.0,0
IMSERV-2025-0080238,SCO,Scotland,SCO-P4,IVR,SMETS2,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-13,2025-12-24,ENG-SCO-008,4,0,5.28,,,120.0,65.0,0
IMSERV-2025-0080239,SCO,Scotland,SCO-P4,App,SMETS2_GAS,EXCHANGE,Booked,2025-12-24,2025-12-24,2025-12-19,,ENG-SCO-012,4,0,8.15,,,0.0,0.0,0
IMSERV-2025-0080240,SCO,Scotland,SCO-P1,Phone,IHD,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-16,2025-12-24,ENG-SCO-005,2,0,6.05,,,120.0,65.0,0
IMSERV-2025-0080241,SCO,Scotland,SCO-P1,Phone,SMETS1,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-20,2025-12-24,ENG-SCO-009,5,0,7.49,,,165.0,82.0,0
IMSERV-2025-0080242,SCO,Scotland,SCO-P1,Phone,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-03,2025-12-24,ENG-SCO-013,3,0,8.2,,,165.0,82.0,0
IMSERV-2025-0080243,SCO,Scotland,SCO-P4,App,SMETS2_GAS,EXCHANGE,Booked,2025-12-24,2025-12-24,2025-12-10,,ENG-SCO-016,2,0,9.12,,,0.0,0.0,0
IMSERV-2025-0080244,SCO,Scotland,SCO-P4,App,SMETS2,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-07,2025-12-24,ENG-SCO-004,2,0,12.06,,,185.0,95.0,0
IMSERV-2025-0080245,SCO,Scotland,SCO-P1,Web,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-17,2025-12-24,ENG-SCO-017,5,0,6.27,,,165.0,82.0,0
IMSERV-2025-0080246,SCO,Scotland,SCO-P3,Phone,SMETS2_GAS,NEW_INSTALL,Cancelled,2025-12-24,2025-12-24,2025-12-03,,,1,0,11.83,Safety concern,,0.0,0.0,0
IMSERV-2025-0080247,YRK,Yorkshire,YRK-P4,App,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-06,2025-12-24,ENG-YRK-004,3,0,10.52,,,165.0,82.0,0
IMSERV-2025-0080248,YRK,Yorkshire,YRK-P4,Web,SMETS2_GAS,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-14,2025-12-24,ENG-YRK-009,2,0,12.04,,,165.0,82.0,0
IMSERV-2025-0080249,YRK,Yorkshire,YRK-P1,Web,SMETS2,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-12,2025-12-24,ENG-YRK-001,5,0,5.29,,,120.0,65.0,0
IMSERV-2025-0080250,YRK,Yorkshire,YRK-P4,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-09,2025-12-24,ENG-YRK-014,1,0,8.26,,,165.0,82.0,0
IMSERV-2025-0080251,YRK,Yorkshire,YRK-P5,Phone,SMETS1,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-09,2025-12-24,ENG-YRK-005,1,0,4.67,,,165.0,82.0,0
IMSERV-2025-0080252,YRK,Yorkshire,YRK-P3,Phone,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-11,2025-12-24,ENG-YRK-013,4,1,5.15,,,165.0,82.0,0
IMSERV-2025-0080253,YRK,Yorkshire,YRK-P4,Web,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-08,2025-12-24,ENG-YRK-019,1,0,10.93,,,165.0,82.0,0
IMSERV-2025-0080254,YRK,Yorkshire,YRK-P1,Web,SMETS2,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-15,2025-12-24,ENG-YRK-006,3,0,9.43,,,165.0,82.0,0
IMSERV-2025-0080255,YRK,Yorkshire,YRK-P5,Phone,SMETS2,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-18,2025-12-24,ENG-YRK-010,5,0,7.3,,,185.0,95.0,0
IMSERV-2025-0080256,YRK,Yorkshire,YRK-P2,App,SMETS2_GAS,REPAIR,Completed,2025-12-24,2025-12-24,2025-12-05,2025-12-24,ENG-YRK-002,3,0,8.48,,,120.0,65.0,0
IMSERV-2025-0080257,YRK,Yorkshire,YRK-P3,IVR,SMETS2,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-08,2025-12-24,ENG-YRK-018,2,0,8.79,,,185.0,95.0,0
IMSERV-2025-0080258,YRK,Yorkshire,YRK-P1,Phone,SMETS1,NEW_INSTALL,Cancelled,2025-12-24,2025-12-24,2025-12-18,,,3,0,12.13,Work order error,,0.0,0.0,0
IMSERV-2025-0080259,YRK,Yorkshire,YRK-P4,IVR,SMETS2_GAS,REPAIR,Aborted,2025-12-24,2025-12-24,2025-12-04,,ENG-YRK-024,4,0,10.45,,Parts not available,0.0,38.0,0
IMSERV-2025-0080260,YRK,Yorkshire,YRK-P4,SMS,SMETS1,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-16,2025-12-24,ENG-YRK-029,1,0,9.6,,,185.0,95.0,0
IMSERV-2025-0080261,YRK,Yorkshire,YRK-P3,App,SMETS2,EXCHANGE,Booked,2025-12-24,2025-12-24,2025-12-13,,ENG-YRK-023,2,0,6.13,,,0.0,0.0,0
IMSERV-2025-0080262,YRK,Yorkshire,YRK-P1,Phone,SMETS1,EXCHANGE,Cancelled,2025-12-24,2025-12-24,2025-12-08,,,4,0,9.3,Customer refused,,0.0,0.0,0
IMSERV-2025-0080263,YRK,Yorkshire,YRK-P2,Web,SMETS2,REPAIR,Aborted,2025-12-24,2025-12-24,2025-12-19,,ENG-YRK-007,4,0,8.01,,Safety hazard,0.0,38.0,0
IMSERV-2025-0080264,YRK,Yorkshire,YRK-P5,Web,SMETS1,EXCHANGE,Completed,2025-12-24,2025-12-24,2025-12-07,2025-12-24,ENG-YRK-015,5,0,8.14,,,165.0,82.0,0
IMSERV-2025-0080265,YRK,Yorkshire,YRK-P5,Phone,IHD,REPAIR,Cancelled,2025-12-24,2025-12-24,2025-12-04,,,3,0,10.5,Work order error,,0.0,0.0,0
IMSERV-2025-0080266,YRK,Yorkshire,YRK-P4,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-24,2025-12-24,2025-12-06,2025-12-24,ENG-YRK-004,1,0,5.51,,,185.0,95.0,0
IMSERV-2025-0080267,NW,North West,NW-P3,App,SMETS1,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-NW-003,4,0,10.49,,,185.0,95.0,0
IMSERV-2025-0080268,NW,North West,NW-P1,App,SMETS2,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-07,,ENG-NW-001,4,0,4.74,,,0.0,0.0,0
IMSERV-2025-0080269,NW,North West,NW-P1,Web,SMETS2_GAS,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-NW-007,4,0,12.12,,,120.0,65.0,0
IMSERV-2025-0080270,NW,North West,NW-P4,Web,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-NW-010,3,0,10.16,,,185.0,95.0,0
IMSERV-2025-0080271,NW,North West,NW-P2,Web,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-22,2025-12-25,ENG-NW-002,1,0,9.84,,,165.0,82.0,0
IMSERV-2025-0080272,NW,North West,NW-P3,Web,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-20,2025-12-25,ENG-NW-009,3,1,11.28,,,120.0,65.0,0
IMSERV-2025-0080273,NW,North West,NW-P6,Phone,SMETS2_GAS,REMOVAL,Completed,2025-12-25,2025-12-25,2025-12-16,2025-12-25,ENG-NW-018,1,0,6.89,,,90.0,48.0,0
IMSERV-2025-0080274,NW,North West,NW-P3,Web,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-20,2025-12-25,ENG-NW-015,1,0,10.24,,,120.0,65.0,0
IMSERV-2025-0080275,NW,North West,NW-P5,Phone,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-14,2025-12-25,ENG-NW-005,4,0,8.41,,,120.0,65.0,0
IMSERV-2025-0080276,NW,North West,NW-P6,Web,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-22,2025-12-25,ENG-NW-024,5,0,6.22,,,165.0,82.0,0
IMSERV-2025-0080277,NW,North West,NW-P6,App,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-20,2025-12-25,ENG-NW-030,4,1,11.41,,,165.0,82.0,0
IMSERV-2025-0080278,NW,North West,NW-P5,App,IHD,NEW_INSTALL,Aborted,2025-12-25,2025-12-25,2025-12-14,,ENG-NW-011,3,0,12.49,,Safety hazard,0.0,38.0,0
IMSERV-2025-0080279,NW,North West,NW-P3,Web,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-NW-021,1,0,11.33,,,120.0,65.0,0
IMSERV-2025-0080280,NW,North West,NW-P4,IVR,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-19,2025-12-25,ENG-NW-016,5,0,12.15,,,165.0,82.0,0
IMSERV-2025-0080281,NW,North West,NW-P6,Web,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-13,2025-12-25,ENG-NW-036,3,1,9.34,,,185.0,95.0,0
IMSERV-2025-0080282,NW,North West,NW-P6,Web,SMETS2,REMOVAL,Completed,2025-12-25,2025-12-25,2025-12-15,2025-12-25,ENG-NW-018,1,0,11.38,,,90.0,48.0,0
IMSERV-2025-0080283,NW,North West,NW-P4,Phone,IHD,EXCHANGE,Cancelled,2025-12-25,2025-12-25,2025-12-07,,,3,0,10.8,Work order error,,0.0,0.0,0
IMSERV-2025-0080284,NE,North East,NE-P5,App,SMETS2_GAS,NEW_INSTALL,Booked,2025-12-25,2025-12-25,2025-12-06,,ENG-NE-005,1,0,7.8,,,0.0,0.0,0
IMSERV-2025-0080285,NE,North East,NE-P3,App,SMETS2_GAS,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-12,2025-12-25,ENG-NE-003,1,0,8.95,,,120.0,65.0,0
IMSERV-2025-0080286,NE,North East,NE-P1,Agent Callback,SMETS2_GAS,REMOVAL,Completed,2025-12-25,2025-12-25,2025-12-04,2025-12-25,ENG-NE-006,4,0,7.3,,,90.0,48.0,0
IMSERV-2025-0080287,NE,North East,NE-P3,App,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-17,2025-12-25,ENG-NE-008,5,0,6.83,,,120.0,65.0,0
IMSERV-2025-0080288,NE,North East,NE-P3,Web,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-NE-013,1,0,5.05,,,185.0,95.0,0
IMSERV-2025-0080289,NE,North East,NE-P3,Web,SMETS2,NEW_INSTALL,Cancelled,2025-12-25,2025-12-25,2025-12-08,,,4,0,7.26,Equipment fault,,0.0,0.0,0
IMSERV-2025-0080290,NE,North East,NE-P3,SMS,SMETS2_GAS,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-17,,ENG-NE-018,1,1,6.67,,,0.0,0.0,0
IMSERV-2025-0080291,NE,North East,NE-P4,Phone,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-05,2025-12-25,ENG-NE-004,4,0,8.84,,,185.0,95.0,0
IMSERV-2025-0080292,NE,North East,NE-P2,App,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-13,2025-12-25,ENG-NE-002,5,1,11.35,,,120.0,65.0,0
IMSERV-2025-0080293,NE,North East,NE-P1,Phone,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-11,2025-12-25,ENG-NE-011,3,0,9.54,,,185.0,95.0,0
IMSERV-2025-0080294,NE,North East,NE-P2,Phone,SMETS1,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-20,2025-12-25,ENG-NE-007,1,0,5.25,,,165.0,82.0,0
IMSERV-2025-0080295,NE,North East,NE-P1,IVR,SMETS1,REPAIR,Cancelled,2025-12-25,2025-12-25,2025-12-10,,,2,0,7.0,Equipment fault,,0.0,0.0,0
IMSERV-2025-0080296,NE,North East,NE-P1,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-17,2025-12-25,ENG-NE-021,4,1,8.06,,,165.0,82.0,0
IMSERV-2025-0080297,NE,North East,NE-P1,Web,IHD,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-16,2025-12-25,ENG-NE-006,2,0,8.95,,,185.0,95.0,0
IMSERV-2025-0080298,NE,North East,NE-P3,Web,SMETS2,EXCHANGE,Aborted,2025-12-25,2025-12-25,2025-12-12,,ENG-NE-023,1,0,11.26,,Parts not available,0.0,38.0,0
IMSERV-2025-0080299,MID,Midlands,MID-P4,Phone,SMETS2,NEW_INSTALL,Cancelled,2025-12-25,2025-12-25,2025-12-21,,,5,0,6.67,Equipment fault,,0.0,0.0,0
IMSERV-2025-0080300,MID,Midlands,MID-P4,SMS,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-21,2025-12-25,ENG-MID-004,4,0,8.49,,,185.0,95.0,0
IMSERV-2025-0080301,MID,Midlands,MID-P7,Phone,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-15,2025-12-25,ENG-MID-007,1,0,8.86,,,165.0,82.0,0
IMSERV-2025-0080302,MID,Midlands,MID-P5,Phone,SMETS2_GAS,NEW_INSTALL,Booked,2025-12-25,2025-12-25,2025-12-12,,ENG-MID-005,3,0,10.12,,,0.0,0.0,0
IMSERV-2025-0080303,MID,Midlands,MID-P6,App,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-16,2025-12-25,ENG-MID-013,4,0,12.21,,,120.0,65.0,0
IMSERV-2025-0080304,MID,Midlands,MID-P4,Web,IHD,REMOVAL,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-MID-011,3,0,10.31,,,90.0,48.0,0
IMSERV-2025-0080305,MID,Midlands,MID-P1,SMS,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-MID-001,4,0,6.23,,,165.0,82.0,0
IMSERV-2025-0080306,MID,Midlands,MID-P1,Phone,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-MID-008,5,0,8.15,,,185.0,95.0,0
IMSERV-2025-0080307,MID,Midlands,MID-P6,Phone,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-11,2025-12-25,ENG-MID-020,4,0,9.01,,,165.0,82.0,0
IMSERV-2025-0080308,MID,Midlands,MID-P5,Phone,SMETS2,REPAIR,Booked,2025-12-25,2025-12-25,2025-12-05,,ENG-MID-012,4,0,5.6,,,0.0,0.0,0
IMSERV-2025-0080309,MID,Midlands,MID-P3,Phone,SMETS1,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-22,2025-12-25,ENG-MID-010,2,0,4.53,,,185.0,95.0,0
IMSERV-2025-0080310,MID,Midlands,MID-P2,Phone,SMETS1,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-MID-002,1,0,4.62,,,165.0,82.0,0
IMSERV-2025-0080311,MID,Midlands,MID-P6,App,SMETS2,REMOVAL,Booked,2025-12-25,2025-12-25,2025-12-11,,ENG-MID-027,4,1,4.99,,,0.0,0.0,0
IMSERV-2025-0080312,MID,Midlands,MID-P2,App,SMETS1,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-MID-009,2,0,12.1,,,120.0,65.0,0
IMSERV-2025-0080313,MID,Midlands,MID-P5,App,IHD,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-08,2025-12-25,ENG-MID-019,3,0,10.77,,,165.0,82.0,0
IMSERV-2025-0080314,MID,Midlands,MID-P2,Phone,SMETS1,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-11,2025-12-25,ENG-MID-016,1,1,9.61,,,165.0,82.0,0
IMSERV-2025-0080315,MID,Midlands,MID-P3,SMS,IHD,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-04,2025-12-25,ENG-MID-017,1,0,10.19,,,120.0,65.0,0
IMSERV-2025-0080316,MID,Midlands,MID-P6,App,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-07,2025-12-25,ENG-MID-041,2,0,6.59,,,165.0,82.0,0
IMSERV-2025-0080317,MID,Midlands,MID-P6,Web,SMETS2,NEW_INSTALL,Cancelled,2025-12-25,2025-12-25,2025-12-22,,,5,0,6.16,Customer not home,,0.0,0.0,0
IMSERV-2025-0080318,MID,Midlands,MID-P7,IVR,SMETS2,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-MID-014,1,0,10.41,,,120.0,65.0,0
IMSERV-2025-0080319,MID,Midlands,MID-P1,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-19,2025-12-25,ENG-MID-015,5,0,9.53,,,165.0,82.0,0
IMSERV-2025-0080320,MID,Midlands,MID-P1,Phone,SMETS1,EXCHANGE,Cancelled,2025-12-25,2025-12-25,2025-12-14,,,3,1,11.37,No access to meter,,0.0,0.0,0
IMSERV-2025-0080321,SE,South East,SE-P2,App,SMETS1,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-04,,ENG-SE-002,2,0,10.95,,,0.0,0.0,0
IMSERV-2025-0080322,SE,South East,SE-P6,IVR,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-SE-006,4,0,9.44,,,185.0,95.0,0
IMSERV-2025-0080323,SE,South East,SE-P8,Phone,SMETS1,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-08,2025-12-25,ENG-SE-008,3,0,11.76,,,165.0,82.0,0
IMSERV-2025-0080324,SE,South East,SE-P8,Web,SMETS2,REMOVAL,Aborted,2025-12-25,2025-12-25,2025-12-15,,ENG-SE-016,2,1,9.87,,Parts not available,0.0,38.0,0
IMSERV-2025-0080325,SE,South East,SE-P5,Phone,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-15,2025-12-25,ENG-SE-005,4,0,6.46,,,165.0,82.0,0
IMSERV-2025-0080326,SE,South East,SE-P6,Phone,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-04,2025-12-25,ENG-SE-022,1,0,8.3,,,185.0,95.0,0
IMSERV-2025-0080327,SE,South East,SE-P8,Web,SMETS2,REPAIR,Cancelled,2025-12-25,2025-12-25,2025-12-10,,,1,0,12.01,Work order error,,0.0,0.0,0
IMSERV-2025-0080328,SE,South East,SE-P6,Web,IHD,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-19,2025-12-25,ENG-SE-030,1,0,5.77,,,120.0,65.0,0
IMSERV-2025-0080329,SE,South East,SE-P3,Phone,SMETS2,EXCHANGE,Cancelled,2025-12-25,2025-12-25,2025-12-17,,,4,0,5.11,Work order error,,0.0,0.0,0
IMSERV-2025-0080330,SE,South East,SE-P7,Phone,SMETS2,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-08,,ENG-SE-007,5,1,7.72,,,0.0,0.0,0
IMSERV-2025-0080331,SE,South East,SE-P6,App,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-SE-038,3,0,4.52,,,185.0,95.0,0
IMSERV-2025-0080332,SE,South East,SE-P8,Web,SMETS2_GAS,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-16,2025-12-25,ENG-SE-024,5,0,9.53,,,120.0,65.0,0
IMSERV-2025-0080333,SE,South East,SE-P1,Phone,SMETS2_GAS,EXCHANGE,Aborted,2025-12-25,2025-12-25,2025-12-16,,ENG-SE-001,2,0,11.59,,Health & safety concern,0.0,38.0,0
IMSERV-2025-0080334,SE,South East,SE-P6,Phone,SMETS1,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-17,,ENG-SE-046,2,1,12.21,,,0.0,0.0,0
IMSERV-2025-0080335,SE,South East,SE-P4,Web,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-SE-012,3,0,10.55,,,185.0,95.0,0
IMSERV-2025-0080336,SE,South East,SE-P7,App,SMETS1,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-SE-015,3,0,6.86,,,120.0,65.0,0
IMSERV-2025-0080337,SE,South East,SE-P1,Phone,SMETS1,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-17,2025-12-25,ENG-SE-009,4,0,10.96,,,165.0,82.0,0
IMSERV-2025-0080338,SE,South East,SE-P8,App,SMETS2_GAS,REPAIR,Completed,2025-12-25,2025-12-25,2025-12-21,2025-12-25,ENG-SE-032,4,0,9.08,,,120.0,65.0,0
IMSERV-2025-0080339,SE,South East,SE-P4,SMS,SMETS1,REPAIR,Aborted,2025-12-25,2025-12-25,2025-12-10,,ENG-SE-020,5,0,7.2,,Health & safety concern,0.0,38.0,0
IMSERV-2025-0080340,SE,South East,SE-P4,Phone,SMETS2,EXCHANGE,Booked,2025-12-25,2025-12-25,2025-12-22,,ENG-SE-028,1,0,4.8,,,0.0,0.0,0
IMSERV-2025-0080341,SE,South East,SE-P2,Phone,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-05,2025-12-25,ENG-SE-018,5,1,8.65,,,165.0,82.0,0
IMSERV-2025-0080342,SE,South East,SE-P7,SMS,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-22,2025-12-25,ENG-SE-023,3,0,7.29,,,185.0,95.0,0
IMSERV-2025-0080343,SE,South East,SE-P1,App,SMETS2,REPAIR,Cancelled,2025-12-25,2025-12-25,2025-12-05,,,4,0,4.6,Equipment fault,,0.0,0.0,0
IMSERV-2025-0080344,SE,South East,SE-P7,Phone,SMETS2_GAS,REMOVAL,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-SE-039,2,0,11.83,,,90.0,48.0,0
IMSERV-2025-0080345,SE,South East,SE-P2,App,SMETS2,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-19,2025-12-25,ENG-SE-026,4,0,10.54,,,165.0,82.0,0
IMSERV-2025-0080346,SE,South East,SE-P2,IVR,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-14,2025-12-25,ENG-SE-034,3,0,10.94,,,165.0,82.0,0
IMSERV-2025-0080347,SE,South East,SE-P2,SMS,SMETS2_GAS,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-18,2025-12-25,ENG-SE-042,2,0,12.22,,,185.0,95.0,0
IMSERV-2025-0080348,SE,South East,SE-P7,App,SMETS2,NEW_INSTALL,Completed,2025-12-25,2025-12-25,2025-12-06,2025-12-25,ENG-SE-047,3,0,10.49,,,185.0,95.0,0
IMSERV-2025-0080349,SE,South East,SE-P5,Web,SMETS2_GAS,EXCHANGE,Completed,2025-12-25,2025-12-25,2025-12-10,2025-12-25,ENG-SE-013,2,0,5.39,,,165.0,82.0,0
