job_ref,region_code,region_name,patch_code,meter_type,job_type,status,requested_date,booked_date,completed_date,engineer_id,contacts_count,cancellation_reason,abort_reason,revenue_gbp,cost_gbp,is_forecast
IMSERV-2026-0081961,NE,North East,NE-P5,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-008,0,,,0,0,1
IMSERV-2026-0081962,NE,North East,NE-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-019,0,,,0,0,1
IMSERV-2026-0081963,NE,North East,NE-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-005,0,,,0,0,1
IMSERV-2026-0081964,NE,North East,NE-P2,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-007,0,,,0,0,1
IMSERV-2026-0081965,NE,North East,NE-P4,SMETS1,REMOVAL,Forecast,2026-01-08,,,ENG-NE-015,0,,,0,0,1
IMSERV-2026-0081966,NE,North East,NE-P5,IHD,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-026,0,,,0,0,1
IMSERV-2026-0081967,NE,North East,NE-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-001,0,,,0,0,1
IMSERV-2026-0081968,NE,North East,NE-P4,SMETS1,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-014,0,,,0,0,1
IMSERV-2026-0081969,NE,North East,NE-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-007,0,,,0,0,1
IMSERV-2026-0081970,NE,North East,NE-P3,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-021,0,,,0,0,1
IMSERV-2026-0081971,NE,North East,NE-P5,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-NE-025,0,,,0,0,1
IMSERV-2026-0081972,NE,North East,NE-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-024,0,,,0,0,1
IMSERV-2026-0081973,NE,North East,NE-P1,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-007,0,,,0,0,1
IMSERV-2026-0081974,NE,North East,NE-P3,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-NE-016,0,,,0,0,1
IMSERV-2026-0081975,NE,North East,NE-P3,SMETS1,REMOVAL,Forecast,2026-01-08,,,ENG-NE-015,0,,,0,0,1
IMSERV-2026-0081976,MID,Midlands,MID-P6,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-033,0,,,0,0,1
IMSERV-2026-0081977,MID,Midlands,MID-P7,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-MID-013,0,,,0,0,1
IMSERV-2026-0081978,MID,Midlands,MID-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-018,0,,,0,0,1
IMSERV-2026-0081979,MID,Midlands,MID-P7,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-MID-036,0,,,0,0,1
IMSERV-2026-0081980,MID,Midlands,MID-P7,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-MID-021,0,,,0,0,1
IMSERV-2026-0081981,MID,Midlands,MID-P3,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-MID-006,0,,,0,0,1
IMSERV-2026-0081982,MID,Midlands,MID-P2,SMETS1,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-029,0,,,0,0,1
IMSERV-2026-0081983,MID,Midlands,MID-P6,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-MID-033,0,,,0,0,1
IMSERV-2026-0081984,MID,Midlands,MID-P7,SMETS2_GAS,REMOVAL,Forecast,2026-01-08,,,ENG-MID-042,0,,,0,0,1
IMSERV-2026-0081985,MID,Midlands,MID-P5,SMETS1,REMOVAL,Forecast,2026-01-08,,,ENG-MID-033,0,,,0,0,1
IMSERV-2026-0081986,MID,Midlands,MID-P7,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-008,0,,,0,0,1
IMSERV-2026-0081987,MID,Midlands,MID-P1,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-MID-022,0,,,0,0,1
IMSERV-2026-0081988,MID,Midlands,MID-P3,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-MID-044,0,,,0,0,1
IMSERV-2026-0081989,MID,Midlands,MID-P5,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-MID-032,0,,,0,0,1
IMSERV-2026-0081990,MID,Midlands,MID-P5,SMETS1,REPAIR,Forecast,2026-01-08,,,ENG-MID-037,0,,,0,0,1
IMSERV-2026-0081991,MID,Midlands,MID-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-016,0,,,0,0,1
IMSERV-2026-0081992,MID,Midlands,MID-P4,SMETS1,REPAIR,Forecast,2026-01-08,,,ENG-MID-036,0,,,0,0,1
IMSERV-2026-0081993,MID,Midlands,MID-P1,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-027,0,,,0,0,1
IMSERV-2026-0081994,MID,Midlands,MID-P2,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-MID-042,0,,,0,0,1
IMSERV-2026-0081995,MID,Midlands,MID-P6,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-MID-022,0,,,0,0,1
IMSERV-2026-0081996,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-MID-044,0,,,0,0,1
IMSERV-2026-0081997,MID,Midlands,MID-P5,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-032,0,,,0,0,1
IMSERV-2026-0081998,MID,Midlands,MID-P6,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-MID-039,0,,,0,0,1
IMSERV-2026-0081999,SE,South East,SE-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-028,0,,,0,0,1
IMSERV-2026-0082000,SE,South East,SE-P3,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-041,0,,,0,0,1
IMSERV-2026-0082001,SE,South East,SE-P2,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-031,0,,,0,0,1
IMSERV-2026-0082002,SE,South East,SE-P2,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-010,0,,,0,0,1
IMSERV-2026-0082003,SE,South East,SE-P2,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-037,0,,,0,0,1
IMSERV-2026-0082004,SE,South East,SE-P7,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-SE-004,0,,,0,0,1
IMSERV-2026-0082005,SE,South East,SE-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-047,0,,,0,0,1
IMSERV-2026-0082006,SE,South East,SE-P4,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-040,0,,,0,0,1
IMSERV-2026-0082007,SE,South East,SE-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-SE-008,0,,,0,0,1
IMSERV-2026-0082008,SE,South East,SE-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-025,0,,,0,0,1
IMSERV-2026-0082009,SE,South East,SE-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-015,0,,,0,0,1
IMSERV-2026-0082010,SE,South East,SE-P8,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-008,0,,,0,0,1
IMSERV-2026-0082011,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-022,0,,,0,0,1
IMSERV-2026-0082012,SE,South East,SE-P4,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-022,0,,,0,0,1
IMSERV-2026-0082013,SE,South East,SE-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-033,0,,,0,0,1
IMSERV-2026-0082014,SE,South East,SE-P3,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-SE-014,0,,,0,0,1
IMSERV-2026-0082015,SE,South East,SE-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-026,0,,,0,0,1
IMSERV-2026-0082016,SE,South East,SE-P1,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-033,0,,,0,0,1
IMSERV-2026-0082017,SE,South East,SE-P1,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-SE-004,0,,,0,0,1
IMSERV-2026-0082018,SE,South East,SE-P7,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-051,0,,,0,0,1
IMSERV-2026-0082019,SE,South East,SE-P3,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-026,0,,,0,0,1
IMSERV-2026-0082020,SE,South East,SE-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-023,0,,,0,0,1
IMSERV-2026-0082021,SE,South East,SE-P3,SMETS1,REMOVAL,Forecast,2026-01-08,,,ENG-SE-008,0,,,0,0,1
IMSERV-2026-0082022,SE,South East,SE-P6,SMETS1,REMOVAL,Forecast,2026-01-08,,,ENG-SE-024,0,,,0,0,1
IMSERV-2026-0082023,SE,South East,SE-P3,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SE-039,0,,,0,0,1
IMSERV-2026-0082024,SE,South East,SE-P8,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SE-021,0,,,0,0,1
IMSERV-2026-0082025,SW,South West,SW-P3,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-017,0,,,0,0,1
IMSERV-2026-0082026,SW,South West,SW-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-SW-001,0,,,0,0,1
IMSERV-2026-0082027,SW,South West,SW-P2,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SW-015,0,,,0,0,1
IMSERV-2026-0082028,SW,South West,SW-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SW-024,0,,,0,0,1
IMSERV-2026-0082029,SW,South West,SW-P2,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-023,0,,,0,0,1
IMSERV-2026-0082030,SW,South West,SW-P1,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SW-001,0,,,0,0,1
IMSERV-2026-0082031,SW,South West,SW-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SW-024,0,,,0,0,1
IMSERV-2026-0082032,SW,South West,SW-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-010,0,,,0,0,1
IMSERV-2026-0082033,SW,South West,SW-P4,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-011,0,,,0,0,1
IMSERV-2026-0082034,SW,South West,SW-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SW-004,0,,,0,0,1
IMSERV-2026-0082035,SW,South West,SW-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-018,0,,,0,0,1
IMSERV-2026-0082036,SW,South West,SW-P4,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-021,0,,,0,0,1
IMSERV-2026-0082037,SW,South West,SW-P4,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-SW-007,0,,,0,0,1
IMSERV-2026-0082038,SW,South West,SW-P1,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-SW-012,0,,,0,0,1
IMSERV-2026-0082039,WAL,Wales,WAL-P2,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-WAL-010,0,,,0,0,1
IMSERV-2026-0082040,WAL,Wales,WAL-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-WAL-013,0,,,0,0,1
IMSERV-2026-0082041,WAL,Wales,WAL-P2,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-WAL-008,0,,,0,0,1
IMSERV-2026-0082042,WAL,Wales,WAL-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-WAL-005,0,,,0,0,1
IMSERV-2026-0082043,WAL,Wales,WAL-P2,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-WAL-002,0,,,0,0,1
IMSERV-2026-0082044,WAL,Wales,WAL-P3,IHD,REPAIR,Forecast,2026-01-08,,,ENG-WAL-011,0,,,0,0,1
IMSERV-2026-0082045,WAL,Wales,WAL-P3,SMETS1,EXCHANGE,Forecast,2026-01-08,,,ENG-WAL-005,0,,,0,0,1
IMSERV-2026-0082046,WAL,Wales,WAL-P2,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-WAL-010,0,,,0,0,1
IMSERV-2026-0082047,WAL,Wales,WAL-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-WAL-002,0,,,0,0,1
IMSERV-2026-0082048,WAL,Wales,WAL-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-WAL-019,0,,,0,0,1
IMSERV-2026-0082049,SCO,Scotland,SCO-P4,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-SCO-006,0,,,0,0,1
IMSERV-2026-0082050,SCO,Scotland,SCO-P3,SMETS1,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-018,0,,,0,0,1
IMSERV-2026-0082051,SCO,Scotland,SCO-P2,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-007,0,,,0,0,1
IMSERV-2026-0082052,SCO,Scotland,SCO-P2,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-SCO-001,0,,,0,0,1
IMSERV-2026-0082053,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-004,0,,,0,0,1
IMSERV-2026-0082054,SCO,Scotland,SCO-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-SCO-012,0,,,0,0,1
IMSERV-2026-0082055,SCO,Scotland,SCO-P1,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-008,0,,,0,0,1
IMSERV-2026-0082056,SCO,Scotland,SCO-P1,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-SCO-017,0,,,0,0,1
IMSERV-2026-0082057,SCO,Scotland,SCO-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-SCO-022,0,,,0,0,1
IMSERV-2026-0082058,SCO,Scotland,SCO-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-010,0,,,0,0,1
IMSERV-2026-0082059,SCO,Scotland,SCO-P2,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-SCO-005,0,,,0,0,1
IMSERV-2026-0082060,SCO,Scotland,SCO-P4,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-SCO-010,0,,,0,0,1
IMSERV-2026-0082061,YRK,Yorkshire,YRK-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-026,0,,,0,0,1
IMSERV-2026-0082062,YRK,Yorkshire,YRK-P2,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-YRK-017,0,,,0,0,1
IMSERV-2026-0082063,YRK,Yorkshire,YRK-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-033,0,,,0,0,1
IMSERV-2026-0082064,YRK,Yorkshire,YRK-P2,IHD,NEW_INSTALL,Forecast,2026-01-08,,,ENG-YRK-025,0,,,0,0,1
IMSERV-2026-0082065,YRK,Yorkshire,YRK-P4,SMETS2,REMOVAL,Forecast,2026-01-08,,,ENG-YRK-004,0,,,0,0,1
IMSERV-2026-0082066,YRK,Yorkshire,YRK-P5,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-YRK-005,0,,,0,0,1
IMSERV-2026-0082067,YRK,Yorkshire,YRK-P3,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-028,0,,,0,0,1
IMSERV-2026-0082068,YRK,Yorkshire,YRK-P1,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-YRK-005,0,,,0,0,1
IMSERV-2026-0082069,YRK,Yorkshire,YRK-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-011,0,,,0,0,1
IMSERV-2026-0082070,YRK,Yorkshire,YRK-P2,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-033,0,,,0,0,1
IMSERV-2026-0082071,YRK,Yorkshire,YRK-P1,SMETS2,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-008,0,,,0,0,1
IMSERV-2026-0082072,YRK,Yorkshire,YRK-P4,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-08,,,ENG-YRK-007,0,,,0,0,1
IMSERV-2026-0082073,YRK,Yorkshire,YRK-P3,SMETS1,REPAIR,Forecast,2026-01-08,,,ENG-YRK-011,0,,,0,0,1
IMSERV-2026-0082074,YRK,Yorkshire,YRK-P1,SMETS2_GAS,EXCHANGE,Forecast,2026-01-08,,,ENG-YRK-001,0,,,0,0,1
IMSERV-2026-0082075,YRK,Yorkshire,YRK-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-08,,,ENG-YRK-014,0,,,0,0,1
IMSERV-2026-0082076,YRK,Yorkshire,YRK-P3,SMETS2_GAS,REMOVAL,Forecast,2026-01-08,,,ENG-YRK-026,0,,,0,0,1
IMSERV-2026-0082077,YRK,Yorkshire,YRK-P2,SMETS2,REPAIR,Forecast,2026-01-08,,,ENG-YRK-019,0,,,0,0,1
IMSERV-2026-0082078,NW,North West,NW-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-09,,,ENG-NW-033,0,,,0,0,1
IMSERV-2026-0082079,NW,North West,NW-P6,IHD,REMOVAL,Forecast,2026-01-09,,,ENG-NW-012,0,,,0,0,1
IMSERV-2026-0082080,NW,North West,NW-P6,SMETS2,REMOVAL,Forecast,2026-01-09,,,ENG-NW-037,0,,,0,0,1
IMSERV-2026-0082081,NW,North West,NW-P1,SMETS1,REMOVAL,Forecast,2026-01-09,,,ENG-NW-005,0,,,0,0,1
IMSERV-2026-0082082,NW,North West,NW-P5,SMETS2_GAS,REPAIR,Forecast,2026-01-09,,,ENG-NW-009,0,,,0,0,1
IMSERV-2026-0082083,NW,North West,NW-P6,SMETS2,REPAIR,Forecast,2026-01-09,,,ENG-NW-023,0,,,0,0,1
IMSERV-2026-0082084,NW,North West,NW-P3,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-002,0,,,0,0,1
IMSERV-2026-0082085,NW,North West,NW-P1,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-011,0,,,0,0,1
IMSERV-2026-0082086,NW,North West,NW-P5,SMETS1,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-025,0,,,0,0,1
IMSERV-2026-0082087,NW,North West,NW-P2,SMETS2_GAS,REMOVAL,Forecast,2026-01-09,,,ENG-NW-019,0,,,0,0,1
IMSERV-2026-0082088,NW,North West,NW-P6,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NW-023,0,,,0,0,1
IMSERV-2026-0082089,NW,North West,NW-P5,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NW-031,0,,,0,0,1
IMSERV-2026-0082090,NW,North West,NW-P3,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NW-037,0,,,0,0,1
IMSERV-2026-0082091,NW,North West,NW-P1,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NW-036,0,,,0,0,1
IMSERV-2026-0082092,NW,North West,NW-P4,SMETS1,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-007,0,,,0,0,1
IMSERV-2026-0082093,NW,North West,NW-P1,SMETS2,REMOVAL,Forecast,2026-01-09,,,ENG-NW-013,0,,,0,0,1
IMSERV-2026-0082094,NW,North West,NW-P1,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-024,0,,,0,0,1
IMSERV-2026-0082095,NW,North West,NW-P3,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-NW-018,0,,,0,0,1
IMSERV-2026-0082096,NE,North East,NE-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-022,0,,,0,0,1
IMSERV-2026-0082097,NE,North East,NE-P4,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-NE-012,0,,,0,0,1
IMSERV-2026-0082098,NE,North East,NE-P2,SMETS2,REMOVAL,Forecast,2026-01-09,,,ENG-NE-019,0,,,0,0,1
IMSERV-2026-0082099,NE,North East,NE-P2,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-017,0,,,0,0,1
IMSERV-2026-0082100,NE,North East,NE-P3,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-013,0,,,0,0,1
IMSERV-2026-0082101,NE,North East,NE-P5,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-NE-018,0,,,0,0,1
IMSERV-2026-0082102,NE,North East,NE-P1,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-NE-011,0,,,0,0,1
IMSERV-2026-0082103,NE,North East,NE-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-023,0,,,0,0,1
IMSERV-2026-0082104,NE,North East,NE-P5,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-NE-009,0,,,0,0,1
IMSERV-2026-0082105,NE,North East,NE-P5,SMETS2,REPAIR,Forecast,2026-01-09,,,ENG-NE-007,0,,,0,0,1
IMSERV-2026-0082106,NE,North East,NE-P5,IHD,REPAIR,Forecast,2026-01-09,,,ENG-NE-021,0,,,0,0,1
IMSERV-2026-0082107,NE,North East,NE-P3,SMETS1,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-012,0,,,0,0,1
IMSERV-2026-0082108,NE,North East,NE-P2,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-NE-027,0,,,0,0,1
IMSERV-2026-0082109,NE,North East,NE-P3,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-NE-019,0,,,0,0,1
IMSERV-2026-0082110,MID,Midlands,MID-P7,SMETS1,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-043,0,,,0,0,1
IMSERV-2026-0082111,MID,Midlands,MID-P1,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-005,0,,,0,0,1
IMSERV-2026-0082112,MID,Midlands,MID-P3,IHD,REMOVAL,Forecast,2026-01-09,,,ENG-MID-032,0,,,0,0,1
IMSERV-2026-0082113,MID,Midlands,MID-P1,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-010,0,,,0,0,1
IMSERV-2026-0082114,MID,Midlands,MID-P6,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-018,0,,,0,0,1
IMSERV-2026-0082115,MID,Midlands,MID-P3,IHD,REPAIR,Forecast,2026-01-09,,,ENG-MID-013,0,,,0,0,1
IMSERV-2026-0082116,MID,Midlands,MID-P7,SMETS2,REPAIR,Forecast,2026-01-09,,,ENG-MID-028,0,,,0,0,1
IMSERV-2026-0082117,MID,Midlands,MID-P5,SMETS2_GAS,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-021,0,,,0,0,1
IMSERV-2026-0082118,MID,Midlands,MID-P1,SMETS2_GAS,REPAIR,Forecast,2026-01-09,,,ENG-MID-024,0,,,0,0,1
IMSERV-2026-0082119,MID,Midlands,MID-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-MID-010,0,,,0,0,1
IMSERV-2026-0082120,MID,Midlands,MID-P2,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-029,0,,,0,0,1
IMSERV-2026-0082121,MID,Midlands,MID-P7,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-MID-042,0,,,0,0,1
IMSERV-2026-0082122,MID,Midlands,MID-P4,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-025,0,,,0,0,1
IMSERV-2026-0082123,MID,Midlands,MID-P3,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-013,0,,,0,0,1
IMSERV-2026-0082124,MID,Midlands,MID-P5,SMETS2,REPAIR,Forecast,2026-01-09,,,ENG-MID-040,0,,,0,0,1
IMSERV-2026-0082125,MID,Midlands,MID-P4,SMETS1,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-008,0,,,0,0,1
IMSERV-2026-0082126,MID,Midlands,MID-P4,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-MID-020,0,,,0,0,1
IMSERV-2026-0082127,MID,Midlands,MID-P1,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-MID-027,0,,,0,0,1
IMSERV-2026-0082128,MID,Midlands,MID-P5,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-MID-041,0,,,0,0,1
IMSERV-2026-0082129,MID,Midlands,MID-P5,IHD,REPAIR,Forecast,2026-01-09,,,ENG-MID-008,0,,,0,0,1
IMSERV-2026-0082130,MID,Midlands,MID-P3,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-MID-015,0,,,0,0,1
IMSERV-2026-0082131,SE,South East,SE-P4,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-020,0,,,0,0,1
IMSERV-2026-0082132,SE,South East,SE-P5,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-005,0,,,0,0,1
IMSERV-2026-0082133,SE,South East,SE-P5,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-008,0,,,0,0,1
IMSERV-2026-0082134,SE,South East,SE-P1,IHD,EXCHANGE,Forecast,2026-01-09,,,ENG-SE-050,0,,,0,0,1
IMSERV-2026-0082135,SE,South East,SE-P7,SMETS2_GAS,REPAIR,Forecast,2026-01-09,,,ENG-SE-034,0,,,0,0,1
IMSERV-2026-0082136,SE,South East,SE-P7,SMETS1,REPAIR,Forecast,2026-01-09,,,ENG-SE-044,0,,,0,0,1
IMSERV-2026-0082137,SE,South East,SE-P6,IHD,REPAIR,Forecast,2026-01-09,,,ENG-SE-030,0,,,0,0,1
IMSERV-2026-0082138,SE,South East,SE-P7,IHD,REPAIR,Forecast,2026-01-09,,,ENG-SE-034,0,,,0,0,1
IMSERV-2026-0082139,SE,South East,SE-P6,IHD,REPAIR,Forecast,2026-01-09,,,ENG-SE-037,0,,,0,0,1
IMSERV-2026-0082140,SE,South East,SE-P8,SMETS2_GAS,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-010,0,,,0,0,1
IMSERV-2026-0082141,SE,South East,SE-P2,SMETS2,REPAIR,Forecast,2026-01-09,,,ENG-SE-017,0,,,0,0,1
IMSERV-2026-0082142,SE,South East,SE-P1,IHD,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-026,0,,,0,0,1
IMSERV-2026-0082143,SE,South East,SE-P2,IHD,REMOVAL,Forecast,2026-01-09,,,ENG-SE-002,0,,,0,0,1
IMSERV-2026-0082144,SE,South East,SE-P3,SMETS2,EXCHANGE,Forecast,2026-01-09,,,ENG-SE-048,0,,,0,0,1
IMSERV-2026-0082145,SE,South East,SE-P8,SMETS2,NEW_INSTALL,Forecast,2026-01-09,,,ENG-SE-052,0,,,0,0,1
